                         	alpine sea holly	anthurium	artichoke	azalea	ball moss	balloon flower	barbeton daisy	bearded iris	bee balm	bird of paradise	bishop of llandaff	black-eyed susan	blackberry lily	blanket flower	bolero deep blue	bougainvillea	bromelia	buttercup	californian poppy	camellia	canna lily	canterbury bells	cape flower	carnation	cautleya spicata	clematis	colt's foot	columbine	common dandelion	corn poppy	cyclamen	daffodil	desert-rose	english marigold	fire lily	foxglove	frangipani	fritillary	garden phlox	gaura	gazania	geranium	giant white arum lily	globe thistle	globe-flower	grape hyacinth	great masterwort	hard-leaved pocket orchid	hibiscus	hippeastrum	japanese anemone	king protea	lenten rose	lotus	love in the mist	magnolia	mallow	marigold	mexican aster	mexican petunia	monkshood	moon orchid	morning glory	orange dahlia	osteospermum	oxeye daisy	passion flower	pelargonium	peruvian lily	petunia	pincushion flower	pink primrose	pink-yellow dahlia	poinsettia	primula	prince of wales feathers	purple coneflower	red ginger	rose	ruby-lipped cattleya	siam tulip	silverbush	snapdragon	spear thistle	spring crocus	stemless gentian	sunflower	sweet pea	sweet william	sword lily	thorn apple	tiger lily	toad lily	tree mallow	tree poppy	trumpet creeper	wallflower	water lily	watercress	wild pansy	windflower	yellow iris
hippeastrum              	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	1.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	1.0     	1.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	1.0        	0.0          	0.0          	0.0         	1.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	3.0                 	0.0       	0.0       	0.0       	1.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	2.0       	0.0            	0.0       	2.0       	0.0       	0.0       	0.0       	0.0        
japanese anemone         	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
king protea              	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
lenten rose              	0.0             	1.0      	0.0      	2.0   	0.0      	0.0           	0.0           	1.0         	0.0     	1.0             	0.0               	0.0             	0.0            	1.0           	1.0             	0.0          	0.0     	3.0      	0.0              	1.0     	1.0       	0.0             	1.0        	0.0      	0.0             	0.0     	0.0        	0.0      	1.0             	1.0       	0.0     	0.0     	1.0        	2.0             	0.0      	2.0     	1.0       	0.0       	0.0         	0.0  	0.0    	2.0     	0.0                  	1.0          	0.0         	0.0           	0.0             	2.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	1.0  	1.0             	0.0     	1.0   	3.0     	0.0          	2.0            	0.0      	0.0        	5.0          	1.0          	0.0         	0.0        	1.0           	0.0        	0.0          	7.0    	0.0              	3.0          	2.0               	1.0       	3.0    	1.0                     	1.0              	1.0       	0.0 	0.0                 	1.0       	0.0       	0.0       	2.0          	1.0          	2.0             	0.0      	0.0      	0.0          	0.0       	2.0        	1.0       	0.0      	1.0        	2.0       	2.0            	1.0       	3.0       	7.0       	0.0       	0.0       	0.0        
lotus                    	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
love in the mist         	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
magnolia                 	2.0             	2.0      	3.0      	0.0   	0.0      	0.0           	3.0           	0.0         	1.0     	0.0             	0.0               	0.0             	1.0            	1.0           	0.0             	1.0          	1.0     	0.0      	0.0              	1.0     	3.0       	0.0             	1.0        	0.0      	0.0             	1.0     	0.0        	0.0      	0.0             	2.0       	2.0     	1.0     	1.0        	0.0             	0.0      	4.0     	0.0       	1.0       	4.0         	0.0  	1.0    	1.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	1.0                      	3.0     	0.0        	0.0             	0.0        	1.0        	1.0  	1.0             	2.0     	1.0   	1.0     	2.0          	3.0            	0.0      	0.0        	1.0          	0.0          	0.0         	1.0        	3.0           	1.0        	0.0          	8.0    	1.0              	1.0          	1.0               	1.0       	6.0    	0.0                     	0.0              	0.0       	1.0 	0.0                 	0.0       	0.0       	1.0       	0.0          	1.0          	2.0             	0.0      	0.0      	5.0          	6.0       	3.0        	0.0       	0.0      	1.0        	1.0       	3.0            	0.0       	2.0       	5.0       	0.0       	1.0       	0.0        
mallow                   	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
marigold                 	2.0             	5.0      	2.0      	1.0   	1.0      	0.0           	6.0           	6.0         	2.0     	0.0             	0.0               	0.0             	2.0            	1.0           	1.0             	3.0          	0.0     	1.0      	0.0              	5.0     	3.0       	1.0             	1.0        	2.0      	0.0             	7.0     	0.0        	0.0      	0.0             	0.0       	7.0     	1.0     	2.0        	0.0             	0.0      	1.0     	3.0       	1.0       	1.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	2.0             	1.0                      	5.0     	2.0        	0.0             	0.0        	4.0        	7.0  	0.0             	1.0     	2.0   	7.0     	0.0          	2.0            	0.0      	2.0        	6.0          	0.0          	0.0         	0.0        	7.0           	0.0        	1.0          	11.0   	0.0              	1.0          	5.0               	1.0       	6.0    	1.0                     	1.0              	0.0       	0.0 	3.0                 	2.0       	0.0       	4.0       	3.0          	2.0          	1.0             	1.0      	2.0      	5.0          	3.0       	6.0        	1.0       	1.0      	1.0        	1.0       	1.0            	0.0       	12.0      	8.0       	0.0       	1.0       	0.0        
mexican aster            	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	1.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	1.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	1.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
mexican petunia          	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
monkshood                	3.0             	6.0      	7.0      	7.0   	0.0      	3.0           	11.0          	0.0         	2.0     	2.0             	0.0               	0.0             	3.0            	3.0           	1.0             	4.0          	5.0     	0.0      	0.0              	8.0     	4.0       	4.0             	1.0        	0.0      	0.0             	4.0     	5.0        	6.0      	7.0             	1.0       	5.0     	3.0     	2.0        	3.0             	1.0      	23.0    	9.0       	3.0       	1.0         	0.0  	8.0    	3.0     	1.0                  	1.0          	2.0         	0.0           	8.0             	0.0                      	10.0    	0.0        	0.0             	2.0        	6.0        	6.0  	2.0             	10.0    	3.0   	6.0     	1.0          	12.0           	3.0      	1.0        	7.0          	0.0          	2.0         	4.0        	21.0          	5.0        	3.0          	17.0   	3.0              	2.0          	10.0              	1.0       	10.0   	1.0                     	10.0             	3.0       	2.0 	2.0                 	2.0       	0.0       	7.0       	2.0          	3.0          	3.0             	3.0      	1.0      	14.0         	10.0      	3.0        	0.0       	2.0      	2.0        	5.0       	6.0            	3.0       	6.0       	20.0      	1.0       	3.0       	5.0        
moon orchid              	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	1.0           	0.0         	0.0     	1.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	2.0      	0.0             	0.0     	0.0        	2.0      	1.0             	0.0       	3.0     	0.0     	0.0        	1.0             	2.0      	0.0     	1.0       	0.0       	0.0         	0.0  	0.0    	0.0     	1.0                  	0.0          	0.0         	0.0           	0.0             	2.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	1.0        	0.0          	0.0          	0.0         	1.0        	1.0           	0.0        	2.0          	0.0    	0.0              	0.0          	0.0               	1.0       	0.0    	0.0                     	0.0              	1.0       	1.0 	8.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	1.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
morning glory            	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
orange dahlia            	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	1.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
osteospermum             	1.0             	5.0      	4.0      	7.0   	4.0      	2.0           	5.0           	0.0         	10.0    	2.0             	6.0               	1.0             	2.0            	6.0           	1.0             	12.0         	7.0     	2.0      	3.0              	5.0     	4.0       	2.0             	9.0        	3.0      	1.0             	4.0     	7.0        	12.0     	21.0            	1.0       	8.0     	3.0     	6.0        	4.0             	1.0      	14.0    	9.0       	6.0       	1.0         	6.0  	11.0   	2.0     	0.0                  	2.0          	0.0         	4.0           	6.0             	0.0                      	4.0     	0.0        	2.0             	0.0        	9.0        	9.0  	5.0             	2.0     	4.0   	2.0     	3.0          	9.0            	5.0      	0.0        	14.0         	2.0          	13.0        	3.0        	12.0          	9.0        	6.0          	11.0   	5.0              	1.0          	6.0               	0.0       	2.0    	2.0                     	14.0             	4.0       	9.0 	0.0                 	4.0       	0.0       	5.0       	3.0          	2.0          	0.0             	0.0      	2.0      	8.0          	10.0      	0.0        	1.0       	0.0      	1.0        	0.0       	4.0            	17.0      	1.0       	18.0      	7.0       	5.0       	3.0        
oxeye daisy              	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
passion flower           	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
pelargonium              	1.0             	0.0      	0.0      	1.0   	0.0      	0.0           	4.0           	0.0         	1.0     	1.0             	0.0               	0.0             	0.0            	0.0           	0.0             	3.0          	3.0     	1.0      	0.0              	1.0     	0.0       	0.0             	1.0        	0.0      	0.0             	1.0     	1.0        	1.0      	1.0             	0.0       	0.0     	1.0     	0.0        	0.0             	0.0      	1.0     	2.0       	0.0       	0.0         	1.0  	2.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	3.0             	0.0                      	3.0     	0.0        	1.0             	0.0        	1.0        	2.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	1.0      	0.0        	2.0          	0.0          	2.0         	1.0        	2.0           	1.0        	0.0          	3.0    	0.0              	0.0          	3.0               	0.0       	0.0    	0.0                     	4.0              	0.0       	2.0 	0.0                 	0.0       	0.0       	2.0       	1.0          	0.0          	1.0             	0.0      	2.0      	1.0          	3.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	1.0       	0.0       	1.0       	0.0       	0.0       	1.0        
peruvian lily            	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
petunia                  	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	1.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	1.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	1.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	1.0       	0.0          	0.0          	1.0             	0.0      	0.0      	0.0          	0.0       	0.0        	1.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	1.0       	0.0       	1.0       	0.0        
pincushion flower        	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
pink primrose            	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
pink-yellow dahlia       	0.0             	6.0      	1.0      	4.0   	4.0      	0.0           	7.0           	2.0         	1.0     	4.0             	0.0               	0.0             	1.0            	0.0           	1.0             	8.0          	7.0     	2.0      	0.0              	3.0     	2.0       	0.0             	1.0        	1.0      	0.0             	1.0     	1.0        	2.0      	0.0             	0.0       	5.0     	4.0     	1.0        	2.0             	2.0      	5.0     	8.0       	1.0       	2.0         	3.0  	3.0    	5.0     	4.0                  	0.0          	1.0         	2.0           	3.0             	1.0                      	9.0     	8.0        	3.0             	4.0        	0.0        	9.0  	0.0             	0.0     	3.0   	1.0     	1.0          	2.0            	1.0      	2.0        	7.0          	1.0          	0.0         	2.0        	8.0           	0.0        	5.0          	6.0    	1.0              	0.0          	9.0               	2.0       	1.0    	0.0                     	3.0              	1.0       	4.0 	2.0                 	0.0       	0.0       	2.0       	3.0          	0.0          	0.0             	5.0      	0.0      	0.0          	8.0       	9.0        	0.0       	0.0      	4.0        	4.0       	2.0            	0.0       	31.0      	7.0       	1.0       	3.0       	1.0        
poinsettia               	5.0             	10.0     	13.0     	9.0   	3.0      	7.0           	15.0          	13.0        	2.0     	9.0             	0.0               	0.0             	0.0            	3.0           	2.0             	5.0          	5.0     	2.0      	0.0              	2.0     	14.0      	1.0             	0.0        	1.0      	0.0             	40.0    	7.0        	2.0      	3.0             	1.0       	4.0     	3.0     	2.0        	1.0             	3.0      	7.0     	10.0      	1.0       	1.0         	3.0  	4.0    	0.0     	2.0                  	0.0          	1.0         	0.0           	1.0             	9.0                      	18.0    	8.0        	3.0             	8.0        	2.0        	7.0  	2.0             	1.0     	2.0   	6.0     	3.0          	4.0            	1.0      	0.0        	8.0          	0.0          	0.0         	2.0        	71.0          	0.0        	5.0          	13.0   	1.0              	3.0          	0.0               	40.0      	8.0    	3.0                     	4.0              	1.0       	4.0 	7.0                 	2.0       	0.0       	1.0       	1.0          	2.0          	5.0             	7.0      	0.0      	3.0          	20.0      	35.0       	2.0       	0.0      	4.0        	4.0       	2.0            	0.0       	14.0      	12.0      	4.0       	2.0       	2.0        
